FTHG,FTAG,HST,AST,B365H,B365D,B365A,FTR
2,0,5.0,0.0,1.44,3.75,7.0,H
0,1,8.0,5.0,3.1,3.4,2.1,A
1,0,5.0,4.0,1.91,3.4,3.6,H
2,2,4.0,6.0,2.3,3.2,2.88,D
0,0,1.0,1.0,2.2,3.25,3.0,D
1,0,4.0,1.0,2.1,3.25,3.25,H
1,3,5.0,4.0,2.15,3.3,3.1,A
2,0,5.0,4.0,2.88,3.25,2.25,H
1,0,6.0,2.0,2.2,3.25,3.0,H
0,1,3.0,0.0,4.75,3.5,1.65,A
3,0,10.0,3.0,1.95,3.3,3.5,H
0,1,7.0,5.0,2.1,3.4,3.1,A
1,1,6.0,1.0,1.5,3.75,6.0,D
1,3,3.0,5.0,2.8,3.4,2.25,A
1,2,3.0,4.0,2.62,3.4,2.38,A
1,0,7.0,2.0,1.8,3.4,4.0,H
1,3,4.0,3.0,2.25,3.25,3.2,A
4,1,7.0,3.0,1.25,4.75,12.0,H
1,1,5.0,4.0,1.95,3.2,3.6,D
1,2,5.0,11.0,1.8,3.5,4.5,A
1,0,7.0,5.0,2.9,3.25,2.25,H
0,1,1.0,8.0,2.2,3.2,3.0,A
2,0,7.0,4.0,2.0,3.25,3.5,H
1,0,3.0,6.0,2.6,3.25,2.5,H
5,2,7.0,6.0,1.83,3.25,3.75,H
1,0,7.0,6.0,2.25,3.25,2.9,H
2,0,1.0,0.0,2.7,3.25,2.38,H
2,0,10.0,6.0,1.73,3.4,4.33,H
1,1,2.0,2.0,2.05,3.25,3.4,D
2,2,4.0,9.0,4.5,3.5,1.8,D
0,0,9.0,4.0,2.3,3.25,2.75,D
2,2,4.0,10.0,2.25,3.25,2.8,D
1,0,3.0,6.0,2.5,3.4,2.5,H
0,4,5.0,8.0,2.4,3.3,2.62,A
2,0,9.0,2.0,1.5,3.75,6.0,H
1,0,5.0,4.0,1.8,3.4,4.0,H
0,1,3.0,5.0,2.7,3.2,2.38,A
1,1,2.0,2.0,2.38,3.25,2.7,D
1,2,4.0,3.0,2.38,3.2,2.7,A
1,1,3.0,5.0,2.1,3.4,3.0,D
1,3,4.0,5.0,2.1,3.3,3.5,A
4,0,12.0,4.0,1.73,3.5,4.33,H
4,1,3.0,5.0,2.0,3.4,3.25,H
1,0,4.0,4.0,1.8,3.4,4.0,H
2,3,4.0,3.0,3.2,3.2,2.1,A
1,0,2.0,1.0,1.53,3.5,6.0,H
3,2,4.0,4.0,1.5,3.6,7.0,H
0,2,0.0,3.0,4.2,3.4,1.73,A
1,1,8.0,4.0,1.73,3.4,4.2,D
0,0,6.0,1.0,1.83,3.4,3.8,D
2,1,6.0,4.0,1.91,3.3,3.6,H
0,1,9.0,3.0,1.67,3.5,4.75,A
2,2,8.0,5.0,2.0,3.4,3.2,D
3,1,6.0,3.0,1.91,3.4,3.5,H
4,2,6.0,2.0,4.33,3.6,1.67,H
0,1,4.0,5.0,1.67,3.4,4.75,A
1,1,2.0,1.0,1.73,3.4,4.33,D
2,0,4.0,0.0,1.7,3.5,4.33,H
1,2,2.0,5.0,1.67,3.4,4.75,A
0,0,6.0,2.0,1.62,3.4,5.25,D
2,2,8.0,6.0,2.38,3.3,2.62,D
1,1,7.0,10.0,2.75,3.25,2.3,D
1,3,4.0,4.0,4.0,3.5,1.9,A
4,0,7.0,4.0,1.44,3.75,7.0,H
2,0,9.0,2.0,2.2,3.25,2.9,H
0,2,5.0,8.0,2.6,3.3,2.4,A
2,1,9.0,4.0,2.1,3.25,3.1,H
0,2,5.0,3.0,2.5,3.3,2.5,A
2,1,3.0,3.0,2.1,3.4,3.0,H
1,1,7.0,7.0,2.3,3.3,2.7,D
2,1,4.0,5.0,1.57,3.5,5.5,H
4,1,8.0,7.0,2.05,3.4,3.1,H
5,0,10.0,1.0,1.57,3.5,5.5,H
3,1,8.0,3.0,2.3,3.3,2.7,H
1,1,4.0,13.0,3.1,3.4,2.05,D
2,1,9.0,7.0,1.66,3.6,5.25,H
2,2,5.0,4.0,2.15,3.25,3.0,D
1,0,6.0,3.0,1.61,3.6,4.75,H
0,1,7.0,3.0,1.72,3.4,4.33,A
1,3,3.0,6.0,1.85,3.3,3.8,A
1,1,5.0,1.0,1.53,3.75,5.5,D
0,1,2.0,7.0,2.4,3.3,2.87,A
2,1,5.0,6.0,3.3,3.3,2.0,H
3,1,10.0,4.0,2.2,3.25,2.9,H
0,1,3.0,2.0,3.0,3.25,2.1,A
0,0,4.0,7.0,2.8,3.3,2.3,D
1,1,7.0,3.0,1.9,3.4,3.5,D
1,0,2.0,3.0,1.57,3.5,5.5,H
2,1,7.0,8.0,2.2,3.4,2.8,H
1,4,7.0,5.0,2.75,3.4,2.25,A
5,1,6.0,3.0,1.9,3.4,3.5,H
0,1,10.0,1.0,1.9,3.4,3.5,A
1,1,8.0,5.0,1.5,3.75,6.0,D
1,2,5.0,7.0,1.8,3.4,4.0,A
0,2,6.0,7.0,2.7,3.4,2.6,A
2,2,10.0,7.0,1.57,3.75,6.25,D
3,1,6.0,4.0,2.38,3.4,2.88,H
0,2,5.0,8.0,2.88,3.4,2.38,A
2,0,5.0,0.0,1.57,3.75,6.25,H
1,1,10.0,7.0,2.3,3.5,2.88,D
1,3,5.0,13.0,3.2,3.3,2.25,A
3,0,9.0,4.0,1.36,4.5,9.0,H
1,1,4.0,5.0,2.1,3.4,3.4,D
4,1,11.0,9.0,1.57,3.5,5.5,H
1,0,4.0,2.0,2.5,3.25,2.5,H
1,2,13.0,4.0,2.1,3.25,3.4,A
0,1,5.0,7.0,3.3,3.2,2.0,A
1,0,4.0,7.0,1.62,3.3,5.5,H
0,2,5.0,4.0,1.57,3.5,5.5,A
1,0,2.0,6.0,2.38,3.25,2.75,H
1,2,3.0,7.0,3.8,3.4,1.8,A
1,0,4.0,2.0,1.8,3.4,3.8,H
3,0,14.0,1.0,1.57,3.5,5.5,H
3,0,16.0,1.0,1.57,3.5,5.5,H
2,1,7.0,4.0,1.66,3.6,5.25,H
2,0,4.0,1.0,1.83,3.4,3.8,H
2,2,8.0,11.0,1.7,3.4,4.75,D
1,0,4.0,2.0,3.0,3.25,2.2,H
1,1,12.0,11.0,1.4,4.2,6.5,D
0,1,5.0,7.0,1.9,3.3,3.6,A
2,1,6.0,3.0,2.25,3.25,2.75,H
0,1,5.0,3.0,4.2,3.25,1.8,A
2,4,2.0,6.0,3.3,3.3,2.0,A
3,0,4.0,1.0,1.61,3.5,5.0,H
1,0,2.0,0.0,2.5,3.4,2.5,H
2,1,10.0,3.0,1.36,4.5,9.0,H
1,1,8.0,5.0,2.3,3.25,2.75,D
4,4,4.0,5.0,2.5,3.3,2.5,D
1,1,3.0,5.0,2.3,3.25,2.75,D
2,0,9.0,8.0,2.3,3.25,2.75,H
0,2,5.0,3.0,7.0,3.8,1.44,A
0,0,6.0,4.0,2.1,3.2,3.3,D
2,2,3.0,2.0,2.3,3.25,2.75,D
2,1,5.0,3.0,1.9,3.4,3.5,H
0,4,0.0,9.0,2.4,3.25,2.62,A
3,3,7.0,5.0,1.3,4.75,8.0,D
1,1,4.0,5.0,2.25,3.3,3.2,D
0,0,1.0,3.0,1.83,3.5,4.0,D
1,2,2.0,3.0,2.25,3.25,3.0,A
4,1,5.0,4.0,1.7,3.5,4.5,H
2,1,12.0,5.0,1.33,4.33,8.5,H
1,2,8.0,7.0,2.25,3.2,2.87,A
1,0,5.0,9.0,1.73,3.5,4.5,H
2,2,8.0,4.0,3.0,3.3,2.2,D
0,2,3.0,3.0,7.0,3.8,1.44,A
1,0,3.0,9.0,1.9,3.2,3.75,H
3,0,11.0,1.0,1.57,3.6,5.5,H
0,2,5.0,8.0,1.53,3.6,6.0,A
3,0,7.0,2.0,1.57,3.5,5.5,H
0,4,0.0,5.0,3.4,3.3,2.0,A
3,1,7.0,2.0,1.53,3.5,6.0,H
0,3,1.0,5.0,3.0,3.3,2.1,A
0,1,0.0,5.0,2.5,3.3,2.55,A
3,2,4.0,4.0,1.5,3.75,6.0,H
1,2,6.0,9.0,1.36,4.5,7.0,A
2,1,10.0,8.0,1.9,3.25,3.6,H
1,3,2.0,4.0,2.3,3.3,3.1,A
0,0,5.0,3.0,2.1,3.4,3.0,D
1,0,2.0,0.0,2.2,3.4,2.8,H
3,0,6.0,3.0,1.7,3.4,4.33,H
1,0,2.0,3.0,1.9,3.25,3.6,H
1,1,11.0,5.0,2.1,3.4,3.1,D
0,3,7.0,12.0,1.5,3.75,6.0,A
3,3,5.0,5.0,1.66,3.4,5.0,D
2,1,8.0,7.0,2.8,3.3,2.25,H
0,2,1.0,2.0,8.0,4.0,1.4,A
1,0,5.0,10.0,1.91,3.25,3.6,H
0,9,1.0,16.0,2.5,3.3,2.5,A
5,1,14.0,4.0,1.25,4.75,10.0,H
0,1,3.0,5.0,3.3,3.25,2.0,A
2,0,8.0,1.0,1.5,3.5,6.0,H
0,0,5.0,4.0,6.5,4.0,1.4,D
2,0,9.0,2.0,2.05,3.2,3.2,H
1,0,5.0,1.0,1.36,3.8,8.0,H
3,3,11.0,3.0,1.5,3.6,6.0,D
1,2,7.0,7.0,3.1,3.3,2.1,A
0,0,2.0,1.0,2.298882681564246,3.4377467411545624,3.6375977653631284,D
1,1,4.0,2.0,1.8,3.4,3.8,D
1,1,7.0,9.0,2.0,3.4,3.25,D
2,0,6.0,1.0,1.9,3.25,3.6,H
0,3,2.0,6.0,8.0,4.0,1.36,A
0,2,5.0,4.0,2.25,3.25,2.8,A
0,1,7.0,4.0,2.1,3.25,3.1,A
0,0,0.0,5.0,4.2,3.4,1.75,D
1,1,5.0,5.0,1.5,3.75,6.0,D
2,0,16.0,1.0,2.298882681564246,3.4377467411545624,3.6375977653631284,H
1,1,6.0,7.0,2.25,3.25,3.2,D
1,0,3.0,4.0,2.25,3.3,2.8,H
0,3,3.0,3.0,2.8,3.3,2.25,A
1,2,8.0,10.0,3.3,3.3,2.0,A
3,1,8.0,5.0,1.66,3.5,4.5,H
1,1,0.0,3.0,1.5,3.75,6.0,D
2,0,7.0,4.0,2.25,3.2,3.0,H
1,0,4.0,2.0,2.9,3.3,2.25,H
3,3,14.0,5.0,2.75,3.3,2.37,D
2,1,4.0,3.0,2.1,3.25,3.25,H
1,0,10.0,5.0,2.37,3.3,2.75,H
1,0,10.0,6.0,1.25,5.0,11.0,H
0,1,2.0,6.0,7.0,4.33,1.4,A
0,0,1.0,5.0,2.6,3.3,2.5,D
1,1,9.0,6.0,1.72,3.6,4.33,D
1,0,13.0,3.0,2.1,3.25,3.25,H
4,2,18.0,2.0,2.298882681564246,3.4377467411545624,3.6375977653631284,H
0,0,7.0,2.0,2.1,3.3,3.2,D
0,1,10.0,6.0,3.5,3.5,2.0,A
1,0,8.0,6.0,3.6,3.4,1.9,H
2,1,9.0,4.0,1.8,3.25,4.33,H
0,0,3.0,6.0,1.66,3.5,5.25,D
2,0,6.0,0.0,2.2,3.3,3.0,H
2,1,15.0,4.0,1.25,5.5,9.0,H
0,4,0.0,6.0,2.298882681564246,3.4377467411545624,3.6375977653631284,A
1,1,4.0,4.0,1.61,3.5,5.5,D
2,1,5.0,3.0,3.2,3.3,2.1,H
4,0,9.0,2.0,2.298882681564246,3.4377467411545624,3.6375977653631284,H
1,2,2.0,7.0,1.44,3.75,7.0,A
4,1,10.0,2.0,1.22,5.0,11.0,H
0,0,5.0,11.0,1.83,3.4,3.75,D
0,1,8.0,4.0,1.67,3.5,4.5,A
0,1,0.0,6.0,8.0,3.8,1.4,A
3,0,5.0,3.0,1.8,3.3,4.2,H
4,1,6.0,4.0,1.5,3.75,6.0,H
4,1,11.0,1.0,1.4,4.2,6.5,H
1,1,7.0,9.0,2.9,3.25,2.2,D
0,2,2.0,7.0,4.2,3.4,1.8,A
0,0,3.0,3.0,2.25,3.4,2.8,D
1,1,13.0,3.0,2.3,3.2,2.9,D
4,1,8.0,5.0,1.5,3.75,6.5,H
1,0,5.0,7.0,1.22,5.25,11.0,H
1,2,6.0,2.0,4.5,3.5,1.7,A
0,5,0.0,10.0,2.298882681564246,3.4377467411545624,3.6375977653631284,A
1,2,9.0,5.0,3.0,3.25,2.38,A
2,5,7.0,11.0,2.0,3.5,3.25,A
2,0,7.0,1.0,1.5,3.8,6.0,H
1,2,2.0,3.0,2.8,3.4,2.25,A
2,1,9.0,7.0,2.6,3.25,2.5,H
3,0,7.0,2.0,1.61,3.6,4.5,H
2,3,11.0,9.0,6.5,3.6,1.5,A
1,1,3.0,4.0,2.5,3.25,2.6,D
0,2,4.0,5.0,2.298882681564246,3.4377467411545624,3.6375977653631284,A
0,2,5.0,5.0,2.0,3.5,3.25,A
0,1,4.0,4.0,2.38,3.3,2.9,A
0,0,3.0,4.0,2.37,3.3,3.0,D
1,3,9.0,2.0,2.9,3.25,2.4,A
1,0,3.0,0.0,2.5,3.3,2.8,H
1,1,5.0,2.0,1.4,4.5,8.0,D
0,0,2.0,2.0,2.5,3.25,2.8,D
2,2,5.0,6.0,2.75,3.25,2.3,D
4,0,7.0,3.0,1.36,4.0,8.0,H
4,1,15.0,2.0,1.33,4.33,8.5,H
1,0,3.0,3.0,1.9,3.2,3.75,H
2,1,6.0,5.0,1.72,3.4,4.33,H
1,1,8.0,6.0,2.75,3.25,2.3,D
4,2,7.0,6.0,4.33,3.4,1.72,H
2,0,9.0,1.0,2.25,3.25,2.87,H
1,1,5.0,3.0,2.25,3.25,2.87,D
0,0,4.0,7.0,2.5,3.3,2.5,D
0,3,1.0,5.0,2.298882681564246,3.4377467411545624,3.6375977653631284,A
0,1,5.0,2.0,4.5,3.6,1.73,A
1,1,6.0,1.0,1.61,3.6,6.0,D
2,1,3.0,0.0,2.75,3.3,2.5,H
1,0,4.0,3.0,2.1,3.3,3.5,H
0,0,2.0,4.0,2.3,3.3,3.0,D
3,0,10.0,2.0,1.72,3.5,4.75,H
1,1,7.0,1.0,3.1,3.4,2.25,D
0,2,7.0,8.0,3.1,3.4,2.25,A
1,5,1.0,9.0,3.4,3.4,2.1,A
0,1,0.0,4.0,2.2,3.3,3.25,A
1,1,4.0,1.0,1.67,3.5,5.5,D
0,1,8.0,5.0,1.72,3.5,4.33,A
0,1,7.0,2.0,1.57,3.6,5.5,A
4,0,10.0,4.0,2.5,3.3,2.6,H
3,0,5.0,0.0,2.298882681564246,3.4377467411545624,3.6375977653631284,H
1,0,2.0,0.0,1.61,3.6,5.0,H
1,0,9.0,7.0,2.25,3.2,3.0,H
4,2,7.0,7.0,2.3,3.3,2.8,H
2,0,3.0,5.0,6.0,3.75,1.53,H
2,1,2.0,3.0,2.25,3.3,2.9,H
2,1,8.0,4.0,2.2,3.3,3.0,H
2,0,6.0,1.0,1.83,3.4,4.0,H
2,0,4.0,1.0,2.0,3.3,3.5,H
0,1,6.0,14.0,2.1,3.4,3.4,A
2,2,11.0,6.0,2.5,3.3,2.75,D
2,2,9.0,2.0,3.0,3.3,2.37,D
0,0,12.0,2.0,1.66,3.6,5.5,D
2,0,7.0,6.0,2.1,3.4,3.4,H
2,0,5.0,4.0,2.62,3.3,2.62,H
2,1,4.0,7.0,2.37,3.3,3.0,H
0,0,3.0,2.0,2.5,3.3,2.8,D
0,0,7.0,6.0,3.4,3.3,2.2,D
1,1,5.0,4.0,2.62,3.4,2.4,D
2,2,4.0,6.0,3.1,3.4,2.1,D
3,1,7.0,5.0,2.1,3.4,3.2,H
2,1,6.0,3.0,1.53,3.6,6.5,H
0,2,6.0,5.0,1.8,3.5,4.0,A
3,1,7.0,5.0,2.2,3.3,3.0,H
1,0,0.0,5.0,2.298882681564246,3.4377467411545624,3.6375977653631284,H
2,2,6.0,7.0,1.83,3.6,3.8,D
1,0,4.0,5.0,1.85,3.5,3.8,H
1,0,4.0,2.0,2.38,3.25,2.75,H
1,0,7.0,3.0,1.57,3.6,5.75,H
0,2,7.0,9.0,1.67,3.6,4.5,A
1,2,1.0,6.0,1.73,3.5,4.33,A
0,0,6.0,8.0,2.4,3.4,2.87,D
0,2,5.0,5.0,2.37,3.4,2.62,A
2,1,3.0,6.0,2.25,3.3,2.9,H
2,1,5.0,5.0,1.25,5.5,9.0,H
0,0,5.0,2.0,1.57,3.6,5.5,D
1,2,6.0,9.0,2.8,3.3,2.25,A
2,1,7.0,3.0,2.2,3.25,3.3,H
2,0,7.0,0.0,2.9,3.2,2.3,H
2,2,3.0,3.0,4.2,3.5,1.8,D
1,1,1.0,1.0,2.298882681564246,3.4377467411545624,3.6375977653631284,D
0,2,5.0,3.0,3.75,3.4,1.9,A
0,1,2.0,2.0,1.72,3.5,4.33,A
1,1,7.0,10.0,2.5,3.3,2.75,D
5,2,13.0,4.0,1.62,3.75,5.5,H
0,1,13.0,3.0,2.4,3.3,2.88,A
2,0,6.0,4.0,2.38,3.4,2.62,H
3,3,6.0,5.0,2.3,3.4,2.62,D
4,0,13.0,5.0,2.0,3.4,3.3,H
1,1,1.0,2.0,2.38,3.3,2.7,D
1,0,9.0,7.0,2.2,3.4,2.9,H
3,0,9.0,4.0,1.53,3.75,5.75,H
1,2,5.0,5.0,3.3,3.4,2.0,A
0,0,6.0,5.0,2.25,3.4,2.8,D
0,2,1.0,3.0,2.298882681564246,3.4377467411545624,3.6375977653631284,A
2,2,4.0,2.0,1.73,3.6,4.2,D
1,0,4.0,3.0,1.91,3.4,3.6,H
1,1,5.0,3.0,3.5,3.4,1.9,D
1,0,5.0,4.0,2.3,3.3,3.1,H
1,0,6.0,7.0,2.1,3.4,3.4,H
1,0,4.0,2.0,2.298882681564246,3.4377467411545624,3.6375977653631284,H
1,2,1.0,5.0,5.0,3.6,1.7,A
2,0,12.0,7.0,1.9,3.5,4.0,H
3,1,9.0,6.0,2.0,3.4,3.75,H
2,1,9.0,3.0,1.72,3.6,4.75,H
2,0,8.0,1.0,2.3,3.4,3.0,H
1,2,6.0,14.0,2.298882681564246,3.4377467411545624,3.6375977653631284,A
0,0,6.0,3.0,1.2,5.5,11.0,D
3,3,15.0,7.0,2.5,3.25,2.5,D
0,2,1.0,3.0,1.8,3.4,4.0,A
2,2,4.0,4.0,2.2,3.4,2.8,D
2,1,5.0,0.0,2.1,3.4,3.0,H
0,1,6.0,4.0,1.44,4.0,6.0,A
1,1,3.0,5.0,4.2,3.75,1.66,D
2,1,4.0,10.0,4.75,3.6,1.61,H
1,2,6.0,4.0,1.25,5.5,8.0,A
3,1,8.0,6.0,1.8,3.4,4.0,H
2,1,9.0,4.0,2.15,3.3,3.3,H
2,0,9.0,4.0,2.298882681564246,3.4377467411545624,3.6375977653631284,H
2,1,5.0,4.0,2.1,3.1,3.75,H
2,1,11.0,1.0,1.57,3.6,6.5,H
1,0,4.0,3.0,2.3,3.0,3.4,H
0,1,2.0,1.0,2.1,3.1,3.8,A
1,0,4.0,3.0,2.4,3.1,3.1,H
0,0,0.0,4.0,2.15,3.1,3.6,D
4,4,10.0,10.0,2.7,3.0,2.8,D
1,2,4.0,2.0,1.91,3.2,4.33,A
1,0,4.0,7.0,2.4,3.1,3.1,H
3,0,5.0,2.0,1.33,4.5,11.0,H
3,1,4.0,5.0,2.1,3.0,4.0,H
1,3,1.0,4.0,1.8,3.3,4.75,A
1,1,4.0,3.0,2.25,3.0,3.3,D
2,1,3.0,3.0,2.4,2.9,3.3,H
1,0,2.0,6.0,2.38,2.9,3.3,H
2,1,5.0,5.0,1.85,3.25,4.5,H
2,1,8.0,1.0,2.15,3.1,3.6,H
1,0,3.0,5.0,2.88,2.9,2.7,H
0,0,0.0,2.0,4.75,3.4,1.8,D
4,0,5.0,2.0,1.57,3.6,6.5,H
0,1,3.0,6.0,3.75,3.0,2.15,A
1,0,3.0,2.0,2.45,3.0,3.1,H
2,0,8.0,3.0,1.29,4.75,13.0,H
1,1,4.0,3.0,1.75,3.25,5.25,D
0,0,5.0,1.0,1.85,3.1,5.0,D
1,1,5.0,4.0,2.7,2.9,2.8,D
3,1,7.0,5.0,2.25,2.9,3.6,H
0,1,3.0,3.0,2.15,3.0,3.75,A
2,0,10.0,1.0,1.5,3.75,7.5,H
2,1,9.0,6.0,2.1,3.0,4.0,H
0,1,2.0,6.0,2.5,3.0,3.0,A
1,0,3.0,0.0,2.38,3.0,3.25,H
0,2,5.0,5.0,2.0,3.1,4.2,A
2,1,3.0,7.0,1.44,4.0,8.0,H
2,1,4.0,4.0,1.73,3.25,5.75,H
1,4,6.0,4.0,2.0,3.0,4.0,A
2,0,7.0,1.0,1.91,3.1,4.5,H
2,1,6.0,5.0,2.7,3.0,2.8,H
0,1,4.0,11.0,3.2,3.25,2.25,A
0,0,3.0,4.0,2.45,3.0,3.1,D
1,1,4.0,1.0,2.38,3.0,3.2,D
1,1,4.0,2.0,2.3,3.1,3.25,D
1,2,3.0,2.0,1.83,3.25,4.75,A
3,2,8.0,2.0,1.4,4.0,10.0,H
2,0,4.0,2.0,2.05,3.1,4.0,H
1,1,3.0,3.0,1.67,3.4,6.0,D
1,1,4.0,3.0,2.1,3.1,3.75,D
2,0,7.0,5.0,2.5,3.0,3.0,H
1,0,2.0,2.0,1.57,3.5,7.0,H
1,1,6.0,6.0,2.38,3.0,3.2,D
0,1,2.0,1.0,3.25,3.0,2.35,A
0,1,1.0,5.0,5.0,3.5,1.73,A
3,2,5.0,4.0,1.8,3.1,5.25,H
1,1,2.0,4.0,2.15,3.0,3.75,D
2,0,5.0,4.0,2.15,3.0,3.75,H
2,2,2.0,4.0,2.1,2.9,4.0,D
2,1,5.0,5.0,2.15,2.88,4.0,H
0,0,4.0,0.0,1.62,3.4,6.5,D
0,0,1.0,3.0,2.1,2.9,4.0,D
1,0,4.0,1.0,2.4,2.88,3.3,H
3,0,7.0,1.0,1.91,3.1,4.6,H
3,0,10.0,5.0,2.0,2.9,4.5,H
1,1,2.0,7.0,3.0,3.0,2.5,D
2,1,5.0,2.0,1.44,4.0,8.5,H
0,1,5.0,1.0,1.57,3.5,7.0,A
1,0,7.0,3.0,1.95,2.9,4.5,H
1,1,3.0,6.0,2.1,2.88,4.0,D
1,1,7.0,2.0,1.85,3.2,4.75,D
0,2,4.0,10.0,2.38,2.88,3.4,A
0,1,1.0,2.0,2.2,3.0,3.6,A
0,1,3.0,1.0,2.05,3.1,4.0,A
1,2,3.0,6.0,2.6,3.1,2.8,A
1,0,4.0,2.0,1.62,3.6,6.0,H
1,2,4.0,4.0,3.2,3.0,2.38,A
2,1,2.0,5.0,1.53,3.75,7.0,H
1,1,7.0,3.0,1.91,3.0,4.75,D
1,0,5.0,2.0,1.91,3.2,4.33,H
1,1,4.0,6.0,2.38,3.0,3.2,D
3,0,4.0,2.0,3.4,3.2,2.2,H
2,0,6.0,2.0,2.0,3.2,4.0,H
2,1,4.0,6.0,1.65,3.4,6.0,H
2,2,5.0,7.0,1.91,3.1,4.5,D
2,2,6.0,6.0,1.53,3.75,7.0,D
1,2,6.0,3.0,2.2,3.0,3.6,A
1,0,5.0,3.0,2.6,3.0,2.9,H
3,2,7.0,3.0,1.62,3.4,6.5,H
1,1,8.0,6.0,1.83,3.2,5.0,D
0,0,7.0,3.0,2.4,3.0,3.2,D
2,0,5.0,1.0,2.05,3.0,4.2,H
1,3,3.0,3.0,3.5,3.2,2.15,A
0,0,3.0,1.0,4.2,3.3,1.91,D
2,1,5.0,4.0,2.2,3.0,3.6,H
2,2,5.0,4.0,1.67,3.5,5.5,D
3,0,7.0,1.0,2.1,3.1,3.75,H
2,2,3.0,8.0,2.88,3.0,2.6,D
2,2,5.0,4.0,2.0,3.1,4.2,D
0,0,3.0,2.0,2.1,3.1,3.75,D
2,4,6.0,4.0,1.83,3.4,4.5,A
1,1,1.0,4.0,2.05,3.1,4.0,D
0,2,4.0,4.0,1.73,3.5,5.0,A
4,0,7.0,2.0,1.36,4.5,9.0,H
1,1,6.0,1.0,2.25,3.0,3.5,D
0,0,1.0,5.0,2.8,3.0,2.7,D
0,2,2.0,5.0,1.91,3.25,4.33,A
3,1,6.0,4.0,2.1,3.0,4.0,H
1,1,2.0,6.0,3.6,3.0,2.2,D
0,1,2.0,5.0,1.75,3.25,5.5,A
0,2,3.0,3.0,5.25,3.3,1.75,A
1,4,3.0,5.0,1.73,3.25,5.5,A
0,0,3.0,2.0,2.75,3.0,2.75,D
0,0,3.0,0.0,1.83,3.1,5.0,D
2,0,4.0,3.0,1.73,3.25,4.75,H
1,1,4.0,2.0,2.2,2.9,3.75,D
3,1,9.0,2.0,1.57,3.6,6.5,H
1,0,1.0,3.0,3.1,2.88,2.6,H
1,0,10.0,5.0,2.6,2.88,3.0,H
0,1,3.0,5.0,2.0,3.0,4.33,A
2,3,6.0,12.0,2.6,2.88,3.0,A
2,0,9.0,3.0,1.5,3.75,7.5,H
1,0,5.0,4.0,1.65,3.4,6.0,H
2,0,5.0,2.0,1.55,3.6,7.0,H
0,1,3.0,4.0,1.7,3.4,5.5,A
0,3,3.0,5.0,3.6,3.2,2.1,A
0,1,3.0,2.0,2.25,3.0,3.5,A
0,1,3.0,8.0,4.2,3.3,1.91,A
1,1,3.0,5.0,2.4,3.0,3.1,D
2,1,4.0,3.0,2.38,3.0,3.2,H
1,0,4.0,3.0,2.2,3.0,3.6,H
0,3,5.0,9.0,2.38,3.0,3.2,A
0,1,2.0,2.0,2.38,3.0,3.2,A
1,0,3.0,1.0,1.95,3.0,4.5,H
1,3,3.0,4.0,3.3,3.0,2.3,A
1,0,6.0,6.0,1.6,3.4,6.5,H
3,0,12.0,2.0,1.73,3.2,5.75,H
2,3,4.0,5.0,1.4,4.33,8.5,A
1,1,1.0,7.0,2.0,3.1,4.2,D
2,0,6.0,3.0,2.0,3.1,4.2,H
2,1,6.0,6.0,1.73,3.4,5.25,H
2,1,6.0,3.0,1.73,3.2,5.75,H
2,1,6.0,1.0,1.73,3.3,5.5,H
1,1,6.0,4.0,1.95,3.1,4.33,D
1,0,5.0,3.0,2.1,3.1,3.75,H
0,0,3.0,4.0,2.1,3.1,3.8,D
1,0,3.0,3.0,2.38,3.0,3.1,H
1,0,5.0,5.0,3.2,3.0,2.4,H
0,1,5.0,1.0,2.25,3.1,3.3,A
2,2,6.0,7.0,2.38,3.0,3.2,D
2,2,5.0,9.0,1.8,3.25,5.0,D
3,0,2.0,2.0,2.2,3.1,3.5,H
0,1,3.0,2.0,2.38,3.0,3.25,A
0,1,2.0,4.0,2.25,3.0,3.5,A
0,2,1.0,2.0,2.4,3.1,3.1,A
2,0,7.0,1.0,2.05,3.0,4.0,H
1,1,6.0,2.0,1.57,3.6,6.5,D
0,0,8.0,2.0,1.22,5.5,15.0,D
0,0,3.0,3.0,3.4,3.1,2.25,D
1,2,2.0,8.0,1.91,3.2,4.33,A
1,0,3.0,7.0,2.25,3.0,3.5,H
0,0,3.0,1.0,3.4,3.1,2.25,D
2,1,4.0,5.0,1.44,4.0,8.5,H
1,1,3.0,6.0,2.75,3.0,2.75,D
1,1,3.0,6.0,1.75,3.3,5.25,D
2,1,5.0,5.0,1.75,3.3,5.25,H
2,0,6.0,3.0,1.75,3.3,5.25,H
0,0,1.0,3.0,2.38,3.0,3.25,D
1,0,1.0,2.0,2.1,3.1,3.75,H
1,1,4.0,6.0,1.83,3.25,4.75,D
2,1,4.0,6.0,4.75,3.4,1.8,H
3,1,4.0,4.0,1.8,3.2,5.0,H
0,0,2.0,3.0,1.67,3.4,5.0,D
1,2,4.0,3.0,2.75,2.9,2.8,A
1,3,6.0,5.0,2.88,3.1,2.5,A
2,0,3.0,3.0,1.91,3.1,4.5,H
0,0,7.0,0.0,1.62,3.5,6.25,D
2,2,9.0,6.0,2.2,3.1,3.5,D
3,1,6.0,3.0,2.1,3.0,3.8,H
3,1,6.0,1.0,2.75,2.9,2.8,H
1,3,6.0,5.0,2.65,3.0,2.8,A
0,0,2.0,1.0,1.91,3.25,4.33,D
